,property_id,reviewer_id,reviewer_name,review_date,review_content,head_picture
10,12351,150373334,Angela,2019-07-07,We had a great stay. The location was the best. The host are friendly and very helpful. Cheers.,https://a0.muscache.com/im/users/3357081/profile_pic/1345801035/original.jpg
11,12351,14767221,Craig,2019-07-13,Great hosts in a great location. Very knowledgeable about the area and amenable. We would stay again.,https://a0.muscache.com/im/pictures/user/e90fd7d8-39b1-4ce2-afe5-baaecfdaafd8.jpg
12,12351,215560029,Neal,2019-07-20,"Stuart and Vinh’s place was great! Charming and exactly as advertised.  If you can, be sure to wake up early and catch the sunrise from the back porch.",https://a0.muscache.com/im/users/12301326/profile_pic/1392599014/original.jpg
13,12351,6236345,Sam,2019-07-30,Nice room.  Great location. Bathroom was one floor down but no big deal. Hosts were very helpful and welcoming!,https://a0.muscache.com/im/users/5927089/profile_pic/1365989509/original.jpg
14,12351,28044767,Leticia,2019-08-04,"Staying at Vinh and Stuart´s place was amazing, one of  my top Airbnb 
 experiences ever.  They are very warm and welcoming, having made every effort to make feel at  home (including inviting me to the cinema!). Their tips on restaurants, local services and transportation are priceless.  Make sure you look at the their suggestions at the Airbnb site.  The house is a charming town house,  extremely clean and the room was spacious and comfortable.  They have a very quiet dog and there are a set of stairs,  but for me it wasn´t an issue at all. The location is amazing and very safe and quiet, but only a few minutes away from great restaurantes and the light rail. By safe, I meant I took the light rail to the airport at 4 am and had no problem at all walking alone on the streets, just to give you the idea.  The best part was the conversation: they are well travelled, interesting and very kind people. But only when I was willing to talk: I felt  absolutely respected in my privacy!  I strongly recommend you to stay at Vinh & Stuart´s home at Sydney, they are experienced hosts that make a great effort to provide an unforgettable experience to their hosts.",https://a0.muscache.com/im/pictures/user/46e8fc97-2fa2-4f94-9bf2-35eafd2aceeb.jpg
15,12351,130088429,Kris,2019-08-18,I attended a 3 conference at the Star Casino. So I stayed at their place in the evenings. They were both pleasant and accommodating. Stuart went the extra mile to leave work early to let me into the property. Thank you :),https://a0.muscache.com/im/pictures/user/eaa59b85-1dfe-4eba-8b81-a33cb38bdc65.jpg
16,12351,185657033,Nichole,2019-09-22,The host canceled this reservation 40 days before arrival. This is an automated posting.,https://a0.muscache.com/im/pictures/user/c896f310-d355-44df-becc-c52e7e6beaf2.jpg
17,12351,150694637,John,2019-09-22,The host canceled this reservation 67 days before arrival. This is an automated posting.,https://a0.muscache.com/im/pictures/3a022c97-44a4-4878-b6ad-3f60f0f5267c.jpg
18,12351,104159444,은영,2019-09-22,The host canceled this reservation 97 days before arrival. This is an automated posting.,https://a0.muscache.com/im/pictures/user/af7bb53c-b9af-4bac-8cfd-c03fc9f03b12.jpg
19,12351,1028437,Beverly,2019-09-22,The host canceled this reservation 47 days before arrival. This is an automated posting.,https://a0.muscache.com/im/pictures/user/58564da1-35c6-44e8-b13f-a9ae0bd5e60c.jpg
20,14250,42358403,Miguel,2016-01-02,"We did not meet Heidi but she was very friendly on the phone and always available for any questions that we had. We adored our stay in her beautiful house. It was exactly how she stated, clean, tidy and perfect for what we needed. The neighbourhood was very quiet and the neighbours were friendly. The location was perfect for us. Close to the bus, shopping centers, cafes, supermarkets and ferry station. Thanks for a wonderful stay in your gorgeous house Heidi.   ",https://a0.muscache.com/im/users/7739292/profile_pic/1377793099/original.jpg
21,14250,40825625,Andy,2019-01-02,Good location and access to public transport. Host Heidi was helpful and communicative. Nice walks around the area. OK value. Need to like cats.,https://a0.muscache.com/im/pictures/user/81f8ebcd-b3a1-4426-ad86-7980cc1ec9df.jpg
22,15253,214427125,Denyse,2019-11-29,L'appartement est très bien situé. La chambre est tel que sur les photos. Le chien est sympathique. Nous partions toute la journée pour des activités alors nous n'avons pas eu la possibilité d'échanger avec Morag. À recommander.,https://a0.muscache.com/im/users/16349201/profile_pic/1443183122/original.jpg
23,15253,3488348,Kerry,2019-12-03,"Morag’s apartment is very conveniently located close to the city. I could easily walk the few blocks to Hyde Park and the city, plus I also walked to the Harbour to enjoy beautiful views of the Opera House/ Harbour Bridge etc. The apartment is also close to supermarkets and shops. 
The room is very nicely decorated, with a lot of thoughtful amenities (in room mini fridge, kettle, TV, bedside lamp etc). 
Shower room was very clean, and Morag provided nice shampoo, conditioner, body wash, soap, towels, toilet paper etc.  Water pressure was very good, with hot water readily available. 
Morag (and Charlie) was very accomodating and friendly. 
An in depth personalised guide was provided upon arrival (printed in five/six different languages!) with plenty of information about the apartment/ transport/ restaurants/ the city etc. 
I stayed in early December and although it was hot in the city the apartment had a nice breeze. There was a portable air conditioner (I think) provided but I didn’t use it. 
Would definitely recommend Morag’s apartment for a stay in Sydney ",https://a0.muscache.com/im/users/1441001/profile_pic/1322215123/original.jpg
24,15253,309621847,Cherie,2019-12-07,Great location,https://a0.muscache.com/im/users/30090437/profile_pic/1427453908/original.jpg
25,15253,225686349,Charles,2019-12-22,Great place. Its quiet. And near kings cross train station.,https://a0.muscache.com/im/users/36261626/profile_pic/1434801223/original.jpg
26,15253,3537809,Luna,2019-12-31,Morag is a great host. We had our private room and bathroom. We felt very independent. We had our keys and we went in and out of the home whenever we wanted. Everything was so nicely design in her home. We also appreciate the morning coffee with Charly :) i recommend this place.,https://a0.muscache.com/im/pictures/user/eb1b6d54-7852-4923-9656-0aa43a123d17.jpg
27,15253,323239793,Steph,2020-01-01,The host canceled this reservation 363 days before arrival. This is an automated posting.,https://a0.muscache.com/im/pictures/user/3c9e8337-8f61-4ede-b053-479b09d8b49b.jpg
28,15253,306083981,Alan,2020-01-09,"Having spent four nights in Morag's accommodation,we can strongly recommend it as being very comfortable,stylishly decorated and sparkling clean space.Need to note that there are four flights of stairs to negotiate which was no problem to us as we are both reasonably fit and travel with minimal luggage.",https://a0.muscache.com/im/pictures/user/121d6b64-5825-442d-9c2e-c9181c77b11e.jpg
29,15253,37641134,Peter,2020-01-11,"Absolutely wonderful.
Morag has thought of everything. It is clean, comfortable and in a fantastic location.",https://a0.muscache.com/im/pictures/user/d1a2cded-d004-4779-a4c3-336a7eb4ce28.jpg
30,15253,25656627,Leonie,2020-01-26,Great location. Excellent touches. Well equipped. Welcoming. Great balcony!,https://a0.muscache.com/defaults/user_pic-225x225.png
31,15253,114283495,Tricia,2020-02-05,Lovely apartment in a superb location. Morag is a great host who welcomed us into her home. We found a great walk from the apartment. Walk to the far end of Bourke Street until you get to a marina. If you walk down the left hand side and keep following it round it will take you through the Botanic Gardens and on to the Sydney Opera House. The balcony is lovely to sit on and relax after a busy day.,https://a0.muscache.com/im/pictures/user/60d87acb-0961-48eb-b538-46e76e2580c5.jpg
32,44545,4796573,Jeremy &,2019-09-20,Great location. Supermarket close by. Awesome cafe only 2 min walk and a great gastro pub around the corner. It’s an easy Uber ride into central city. Bit noisey at night - other apartments and street noises. And the place is a little more tired and run down compared to what the photos show. Wish the shower better.,https://a0.muscache.com/im/pictures/user/3eaa277e-9b9d-4e60-96a0-1841ed92bc94.jpg
33,44545,1691640,Gabrielle,2019-09-26,"Atari was super easy to communicate with. The apartment was a city dream - great location close to many great cafes, restaurants and public transport... only about 10 mins walk from Museum and 15 from Town Hall. We loved the tv projection screen and artsy touches. Atari's local guidebook also had some great tips! We wish we lived here. Thanks Atari!",https://a0.muscache.com/im/users/3264063/profile_pic/1354183303/original.jpg
34,44545,261086076,Olivija,2019-09-28,Great space! Really lively and central location. Had everything you’d expect from a studio apartment :),https://a0.muscache.com/im/users/8964626/profile_pic/1413999409/original.jpg
35,44545,102792109,Tse,2019-10-02,Great!,https://a0.muscache.com/im/pictures/user/718c3beb-1427-4207-888d-784b47dde71b.jpg
36,44545,17543623,Carlos,2019-10-06,"Sin duda, es el mejor apartamento en Sydney. Increíblemente situado entre la zona histórica y la zona de fiesta nocturna, y en una calle con buenos restaurantes no turísticos. Todo a pie. Además está a 10 min nadando del metro museo que en 15 min te lleva al aeropuerto. Mejor imposible. 
Además de la extraordinaria situacion, el piso es precioso, muy luminoso y con muy buen gusto en el diseño de mobiliario y decoración. La cam es muy cómoda y todos el equipamiento de la casa es nuevo y funcional. El piso es muy silencioso y se descansa perfectamente por la noche .
Atari estuvo muy atento en todo momento y fue una no conocerte, quizás la próxima! Sin duda, si vienes a Sydney, este es el apartamento!

Without a doubt, it is the best apartment in Sydney.  Incredibly located between the historic area and the night party area, and in a street with good non-tourist restaurants.  Everything on foot.  It is also 10 minutes walking from the metro Museum that takes you to the airport in 15 minutes.  Better impossible.
 In addition to the extraordinary situation, the apartment is beautiful, very bright and very tasteful in the design of furniture and decoration.  The bed is very comfortable and all the equipment of the house is new and functional.  The building is very quiet and you sleep perfectly at night.
 Atari was very helpful at all times and it was a pity don't met you, maybe next time!  Without a doubt, if you come to Sydney, this is the apartment.",https://a0.muscache.com/im/pictures/user/6f546b27-7d55-4134-8dda-96ad3a3221b9.jpg
37,44545,293898364,Jamie,2019-11-02,Fabulous flat in a fabulous location.  Atari is super helpful and his communication was immaculate throughout!,https://a0.muscache.com/im/pictures/user/69c84815-71b1-4e77-b7e8-0f083676855e.jpg
38,44545,18370815,Raphael,2019-11-30,"Perfect apartment close to everything! We stayed for a month and we would have loved to stay longer, we really enjoyed it. The place was clean and well equipped, and all the informations from Atari were really clear. We totally recommend it!",https://a0.muscache.com/im/pictures/user/3e095ce1-85a9-4704-8b63-9e3db336acfe.jpg
39,44545,57998046,유진,2019-12-08,"사진보다 더 좋은 공간입니다. 위치도 정말 좋습니다. 집 앞에 버스정류장이 있으며, 뮤지엄역에서 걸어서 10-15분 거리이고 하이드파크와도 가까워요. 집 앞에는 여러 식당들과 편의점이 있어서 좋아요. 다시 가게 된다면 또 묵고 싶어요!",https://a0.muscache.com/im/pictures/user/e66f92da-41bf-4d1b-949e-a149b5587efd.jpg
40,44545,1665573,Vasilis,2019-12-28,"Great Location, stylish and operational apartment, perfect communication - highly reccommended.",https://a0.muscache.com/im/pictures/user/964726bc-0754-4372-a52f-f48417898421.jpg
41,44545,81621522,Gustavo Juan,2020-01-03,Fantastic location. The place is a bit old but it's tastefully decorated and very clean.,https://a0.muscache.com/im/pictures/user/dfb80caf-6784-4f13-bab8-48bc746a5763.jpg
42,45440,24299984,Corey,2018-03-17,This place was amazing! Very spacious with plenty of bedrooms and bathrooms. Common areas had plenty of room to hang out as well. Excellent location to the beach and all the shops and cafes in the area. Would absolutely rent this again!,https://a0.muscache.com/im/pictures/user/b62939f8-eef2-46b9-89a8-50a98add602b.jpg
43,45440,390299,Steve,2018-03-25,"Amazing space, amazing location!",https://a0.muscache.com/im/users/3357081/profile_pic/1345801035/original.jpg
44,45440,145763999,Paula,2018-10-23,Well equipped house in a great location just a stone's throw from Bondi beach. The lovely light kitchen diner/lounge is perfect for family gatherings (the pictures don't do it justice). We would recommend the house for its central location and it's great BBQ in the garden!,https://a0.muscache.com/im/pictures/user/e90fd7d8-39b1-4ce2-afe5-baaecfdaafd8.jpg
45,45440,219400908,Friska,2018-12-26,great locations and communication.,https://a0.muscache.com/im/users/12301326/profile_pic/1392599014/original.jpg
46,45440,229962689,Joanne,2018-12-28,The host canceled this reservation 139 days before arrival. This is an automated posting.,https://a0.muscache.com/im/users/5927089/profile_pic/1365989509/original.jpg
47,45440,10728112,Patricia And Eduardo,2019-01-04,"The house has a great size and location, lots of restaurantes and very close to the beach. However you have to have in mind that is a beach house, so not much comfort and the kitchen appliances are old. The cleaning part has room for improvements.",https://a0.muscache.com/im/pictures/user/46e8fc97-2fa2-4f94-9bf2-35eafd2aceeb.jpg
48,45440,85554760,Kylie,2019-01-09,Great spot!,https://a0.muscache.com/im/pictures/user/eaa59b85-1dfe-4eba-8b81-a33cb38bdc65.jpg
49,45440,104491908,Ralph,2019-02-07,An excellent space close to Bondi Beach. The accom is well equipped & Deborah is a responsive and friendly host.,https://a0.muscache.com/im/pictures/user/c896f310-d355-44df-becc-c52e7e6beaf2.jpg
50,45440,188396707,Fred,2019-02-13,"This property is located in the perfect spot for access to Bondi’s restaurants and of course the beach.
The house comfortably slept 7 of us, the kitchen was well appointed. Back yard was a nice spot to get out of the heat. Whole house suited us and the host was in contact with us throughout the stay making sure all was well.
Highly recommend this property",https://a0.muscache.com/im/pictures/3a022c97-44a4-4878-b6ad-3f60f0f5267c.jpg
51,45440,66127075,Tim,2019-03-02,Great location,https://a0.muscache.com/im/pictures/user/af7bb53c-b9af-4bac-8cfd-c03fc9f03b12.jpg
52,57183,244494303,Jo,2019-04-21,Beautifully presented with all the amenities required to enjoy a relaxing escape to Bondi Beach.,https://a0.muscache.com/im/pictures/user/58564da1-35c6-44e8-b13f-a9ae0bd5e60c.jpg
53,57183,30653158,Diane,2019-06-20,"Susan is a great host, very nice, easy to communicate with and very knowledgeable. The apartment is in a wonderful location! The downside is the poor shape of the apartment. The pictures do not show the holes in the walls, floor and windows that have been worn after many years of use at the beach and lack of upkeep.",https://a0.muscache.com/im/users/7739292/profile_pic/1377793099/original.jpg
54,57183,27145863,Ross,2019-11-09,"Top location and a fantastic eclectic place to stay. Bondi Beach on the doorstep, coffee and food outlets aplenty - nothing more to ask for really.  Good public transport as well.",https://a0.muscache.com/im/pictures/user/81f8ebcd-b3a1-4426-ad86-7980cc1ec9df.jpg
55,57183,1171601,Abdon,2019-11-18,Great place in a great location and a wonderful view.,https://a0.muscache.com/im/users/16349201/profile_pic/1443183122/original.jpg
56,57183,51966584,Yang,2019-11-23,"Susan is a nice host and house very close Bondi Beach,which have excellent view,living there feeling convenient.",https://a0.muscache.com/im/users/1441001/profile_pic/1322215123/original.jpg
57,57183,159259679,Jessica,2019-12-02,Amazing location with an amazing view. I enjoyed the artwork and piano aswell.,https://a0.muscache.com/im/users/30090437/profile_pic/1427453908/original.jpg
58,57183,53811918,Martin,2019-12-18,"Great place to be, but it needs to be cleaner and technically in perfect order",https://a0.muscache.com/im/users/36261626/profile_pic/1434801223/original.jpg
59,57183,76541295,Migran,2019-12-29,Вам будет очень уютно и комфортно . Месторасположение и вид из окна отличное!,https://a0.muscache.com/im/pictures/user/eb1b6d54-7852-4923-9656-0aa43a123d17.jpg
60,57183,267452516,Sophie,2020-01-21,Susan's apartment was perfect! It is right across the road from Bondi beach and right in the hub of all the cafe's. It is very quiet and there is not street noise. Would highly recommend!,https://a0.muscache.com/im/pictures/user/3c9e8337-8f61-4ede-b053-479b09d8b49b.jpg
61,57183,5472053,Darren,2020-02-01,"Fantastic location with perfect views of Bondi Beach.  Next to all the amenities that Bondi has to offer.  The cafe downstairs (Preach by the Beach) does amazing coffee and breaky.

Susan is a great host and we’d recommend staying in her apartment.",https://a0.muscache.com/im/pictures/user/121d6b64-5825-442d-9c2e-c9181c77b11e.jpg
62,58506,152690685,Andrew,2019-11-23,"It was a fantastic place to stay, a quick walk down to the water.  John was very hospitable, even when we were very delayed with our flight 6 hours behind schedule.  He went out of his way to make sure we were as comfortable as possible.  He went above and beyond.  The property is nice and privately located at the back of the residence.  It was a nice relaxing respite from our busy trip.",https://a0.muscache.com/im/pictures/user/d1a2cded-d004-4779-a4c3-336a7eb4ce28.jpg
63,58506,305418739,Max,2019-12-05,The airbnb is amazing. You have a lot of room and the hosts are really nice. They even came around and explained some things about Mosman to us and what we can do there. It was super clean too!,https://a0.muscache.com/defaults/user_pic-225x225.png
64,58506,314890176,Sayeed Ibn,2019-12-08,Excellent,https://a0.muscache.com/im/pictures/user/60d87acb-0961-48eb-b538-46e76e2580c5.jpg
65,58506,219445834,Olivier,2019-12-16,Nice place to stay in Sydney... only 20 minutes by bus to the city !! I will recommended to stay,https://a0.muscache.com/im/pictures/user/3eaa277e-9b9d-4e60-96a0-1841ed92bc94.jpg
66,58506,313508212,Shane,2019-12-18,"Bus is close, nice home environment better than a motel for a family group.",https://a0.muscache.com/im/users/3264063/profile_pic/1354183303/original.jpg
67,58506,129025610,Kate,2019-12-23,Another great stay at Studio Yindi! Perfect for kids. We hope to be back.,https://a0.muscache.com/im/users/8964626/profile_pic/1413999409/original.jpg
68,58506,255591507,Carole,2019-12-29,"Exactly what it says on the tin! Comfortable, pleasant, good location and friendly, helpful hosts.",https://a0.muscache.com/im/pictures/user/718c3beb-1427-4207-888d-784b47dde71b.jpg
69,58506,2120581,Anton,2020-01-06,"This is a large, modern, bright, open space.  It has everything you need for a comfortable stay.  John is a flexible, welcoming host who provides great tips about local amenities and transportation.  You are relatively close to a remarkable and stylish restaurant and shopping area.  Taronga Zoo is a short bus ride away as are ferries to the city.  There is quick bus service to the city almost at your doorstop.  The only drawback is that the bus is only hourly and does not operate Sunday evenings.  Other buses are a bit of a hike away, over hilly streets.  If you are happy to be out of the center of the city - and there are reasons to be - this is an excellent choice.  The value for such a large, sophisticated space is excellent.",https://a0.muscache.com/im/pictures/user/6f546b27-7d55-4134-8dda-96ad3a3221b9.jpg
70,58506,79226178,Gerry,2020-01-14,"It’s a reasonable space, but appeared tired and worn. Expected a greater level of cleanliness throughout. There is only 2 cooking rings in kitchen, no oven and a very small TV.
The unit is in a quiet residential area, but it is very hilly if you are walking, and Mosman shops are 20 minute walk.",https://a0.muscache.com/im/pictures/user/69c84815-71b1-4e77-b7e8-0f083676855e.jpg
71,58506,317597717,Kate,2020-01-27,"Nice and quiet, a bit tired. Easy street parking in a lovely area.",https://a0.muscache.com/im/pictures/user/3e095ce1-85a9-4704-8b63-9e3db336acfe.jpg
72,59297,1265363,Sergio,2012-01-04,"Large and spacious house, within walking distance to Newtown.",https://a0.muscache.com/im/pictures/user/e66f92da-41bf-4d1b-949e-a149b5587efd.jpg
73,59297,7904970,Gustav,2014-01-07,"Very nice house in an excellent location. Close to the city, good restaurants all around, great possibilitys for shopping. A perfact holiday with the family. Already looking forward to come back.",https://a0.muscache.com/im/pictures/user/964726bc-0754-4372-a52f-f48417898421.jpg
74,59297,22224280,Mia Teck,2015-07-11,"The host showed us around the house and explained where are the items located at. Examples like towels, cutlery and etc. She also explained how to use their washing machine, dish washer and etc.

She is just a phone call or msg away if you need to ask her anything else. She will always be glad to help.",https://a0.muscache.com/im/pictures/user/dfb80caf-6784-4f13-bab8-48bc746a5763.jpg
75,59297,77370165,Eric,2017-07-06,"Isabel was a fantastic host. Check-in and check-out were quick and easy. She was fast to respond to questions via SMS. We enjoyed 7 nights in her home and didn't have a single problem at all. The location was fantastic, a short walk to a grocery and a bottle shop, plus restaurants and coffee shops. Getting to the train was easy, too. Beds were comfy, I can't come up with any negative things to say about our stay. I hope we get the chance to come back and stay here again.",https://a0.muscache.com/im/pictures/user/b62939f8-eef2-46b9-89a8-50a98add602b.jpg
76,59297,85561714,Lucy,2017-07-15,Comfortable separate sleeping areas.  Easy walk to public transport and supermarket. Lovely neighborhood.  A great choice.,https://a0.muscache.com/im/users/3357081/profile_pic/1345801035/original.jpg
77,59297,133398650,Christian,2018-01-09,Logement à  recommander à tous points de vue.,https://a0.muscache.com/im/pictures/user/e90fd7d8-39b1-4ce2-afe5-baaecfdaafd8.jpg
78,59297,38640379,Lyn,2019-01-05,The location was fabulous. Close to bus stops and 10 min leisurely walk to train station. Supermarket close by if you want to cook. Spacious accommodation & ample bathrooms for the 5 adults staying. Nice touch leaving a bottle of sparkling in the fridge.,https://a0.muscache.com/im/users/12301326/profile_pic/1392599014/original.jpg
79,59297,69038576,Michaela,2020-01-09,"Very friendly, helpful and give us tips.",https://a0.muscache.com/im/users/5927089/profile_pic/1365989509/original.jpg
80,61721,24207163,Jason,2015-01-11,"The host was fantastic. She was so helpful from the very first contact and nothing was a problem. When we arrived, there was some fresh produce to get us going. 

Location is amazing. A comfortably close walk to Bondi Beach. It is exactly where we wanted to be. The location was very quiet. 

The apartment was great. It was nice and spacious, lots of natural light and a really great balcony. 

We stayed with our 1 year old and 2.5 year old. When we walked in, we were a bit worried because there is lots of household knickknacks which were very tempting for the little wondering hands. For some reason, the kids seemed to keep themselves at bay for our stay there so it didn't end up causing any problems.

The kitchen is great with an amazing stove/oven but you are close to so many great places to eat that cooking may not be something to worry about.

The bathroom is nice and cute and very comfortable for use.

The master bedroom is very large and spacious. The second bedroom a bit tighter with a bit of clutter inside but it serves its purpose very well.

All in all, I highly recommend this place if you want the combination of close to all the action but peace and quiet when you need it. A really great building, beautiful apartment and amazing host.",https://a0.muscache.com/im/pictures/user/46e8fc97-2fa2-4f94-9bf2-35eafd2aceeb.jpg
81,61721,26567526,Jack,2015-02-23,"Eilish is a wonderful and generous host, and a wonderful and generous person. She invited us to make use of her towels and any of the food and fruit she had left for us. The apartment was largely as advertised: well-located a short walk (five mins or so) from the beach and town. The apartment is quaint, cozy, lived-in, and quite homey in the best sense. Most of you will remember a cool relative or aunt who you loved visiting as a child? That is how I felt at Eilish's apartment. Eilish made us feel at home, and her place sustained that feeling our entire stay. There was really only one negative for our entire stay: on two separate mornings we awoke to a few mosquito bites. This was our own fault, however, as we left the windows open the evening before. This aside, we had a splendid time here. Thanks Eilish for your kindness and generosity!",https://a0.muscache.com/im/pictures/user/eaa59b85-1dfe-4eba-8b81-a33cb38bdc65.jpg
82,61721,1660509,Hugo,2015-04-08,"Lovely homely flat with great vibe. Eilish very thoughtful, with fresh flowers and warm baked bread on arrival. 5 minute walk to the beach and area full of great restaurants, bars and cafes. We had 3 single adults for 8 nights which made it a bit cosy, but for 2 adults or couple plus kid etc the place is perfect. Thanks Eilish -- good luck with your yoga app! :)",https://a0.muscache.com/im/pictures/user/c896f310-d355-44df-becc-c52e7e6beaf2.jpg
83,61721,21796142,Blair,2018-10-31,An old style flat w high ceilings and lots of art. Six burner stove. Lots of cooking equipment but no microwave or tv.,https://a0.muscache.com/im/pictures/3a022c97-44a4-4878-b6ad-3f60f0f5267c.jpg
84,61721,13009647,Boyd,2019-01-03,Perfect location for access to the beach and getting to transportation.,https://a0.muscache.com/im/pictures/user/af7bb53c-b9af-4bac-8cfd-c03fc9f03b12.jpg
85,61721,7193443,Jennie,2019-02-26,"Eilish is a very attentive, caring host. Super fast responses and personal touches. 
The flat is in perfect location to enjoy all that Bondi have to offer, public transport around the corner. Photos of the flat is very truthful and balcony adds that little extra.",https://a0.muscache.com/im/pictures/user/58564da1-35c6-44e8-b13f-a9ae0bd5e60c.jpg
86,61721,34944597,Bruce,2019-10-29,Eilish was a great host and her flat was fantastic - Very trendy and in a great location. Would 100% recommend using her place for a stay in bondi,https://a0.muscache.com/im/users/7739292/profile_pic/1377793099/original.jpg
87,61721,67184339,Sanna-Kaisa,2019-11-03,"Nice aparment, great location near Bondi beach. I didn’t personally meet the host, but she was still very helpful and asked how things were going during our stay. The apartment itself is bohemian, pretty much like in pictures.",https://a0.muscache.com/im/pictures/user/81f8ebcd-b3a1-4426-ad86-7980cc1ec9df.jpg
88,61721,202065839,Mieke,2019-11-11,"Great host! Great location, 5 minutes to the beach and shops! Easily reachable by public transport and very spacious apartment with two nice bedrooms and super comfy beds!",https://a0.muscache.com/im/users/16349201/profile_pic/1443183122/original.jpg
89,61721,10308290,Emma,2020-01-10,"The location of the flat is second to none. Right in the heart of North Bondi, a stone's throw from the beach. Eilish is lovely and really easy to communicate with. The flat is very cool, with lots of homely touches. A must!",https://a0.muscache.com/im/users/1441001/profile_pic/1322215123/original.jpg
90,65126,23798936,Deborah,2015-12-09,"Well, not sure where to start! Our experience wasn't a good one I have to say! The place looks nothing like the pictures depict bright and airy and gleaming with cleanliness. The carpets were dirty and stained and not even properly vacuumed, all the doors, cupboards and fridge had filthy fingermarks down them which felt awful to touch.  In the second bedroom the light is blinding that appears through the crack of the wooden blinds as soon as the sun rises. It is so bad that they have left two eye masks corner of bed post (which I wouldn't use) but thank goodness I had my own. The apartment has two flights of steep stairs to the entry just incase you have  bad knee problem like I do. (not in advert)  The washing machine is there but no power point n the dirty laundry so I ended up hand washing. Don't expect to iron them as no ironing board or iron to be found.  Take your own hairdryer as I asked for one and couldn't find it. It would appear the owner lives there as all the wardrobes and any other area of the apartment are crammed with paperwork, dusty ornaments and shoes and stuff sprawled out. The kitchen cupboards are full of used food as well as the fridge. Certainly not my idea of a beautiful stay in Bondi. Only good point about this place is that it's a ten minute walk to the amazing beach where you can get away for the day and try to forget about the unpleasant place you will encounter when you return.  Nicolette was away in Cuba so not really much help or communication during our stay. Nicolette sounds like a lovely person and made contact before she left so no issues before we arrived. Perhaps she is not aware of AirBnb's standards of renting out your property. I hope they can clean up their act for future guests. It seems like Nicolette was making a quick buck while she was away. I am now in my second place on this trip and the contrast is astounding.  I use Airbnb all over the world and this was not up to cleanliness standards. I complained to Airbnb and they have been very professional and understanding with our above situation as I sent them photos. They have compensated us best they can so I thank them for that.  Sincerely hope you can make this a nicer experience for your future guests as place has potential.",https://a0.muscache.com/im/users/30090437/profile_pic/1427453908/original.jpg
